facility_id,item_id,snapshot_date,on_hand_qty,on_hand_uom,stock_status,business_date,load_date,last_updated_at
FAC001,ITM034,2026-01-27,556,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM047,2026-01-25,967,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM033,2026-01-27,966,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM010,2026-01-30,452,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM030,2026-01-27,523,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM017,2026-01-27,881,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM008,2026-01-28,664,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM013,2026-01-31,712,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM043,2026-01-31,25,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM037,2026-01-27,179,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM044,2026-02-01,885,CASE,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM020,2026-01-29,651,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM049,2026-01-28,567,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM036,2026-01-26,600,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM028,2026-01-29,440,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM013,2026-01-30,862,EACH,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM041,2026-02-01,560,CASE,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM038,2026-01-30,286,EACH,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM005,2026-01-28,279,CASE,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM018,2026-01-28,582,CASE,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC003,ITM030,2026-01-27,415,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM030,2026-01-27,635,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM042,2026-01-26,964,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC002,ITM036,2026-01-31,108,CASE,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC003,ITM042,2026-01-29,372,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM004,2026-01-28,338,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM014,2026-01-25,29,CASE,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM042,2026-02-01,268,CASE,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM050,2026-01-26,202,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM039,2026-01-31,917,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC005,ITM008,2026-02-01,536,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM018,2026-01-31,579,CASE,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC005,ITM008,2026-01-30,396,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM026,2026-02-01,179,CASE,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM015,2026-01-30,382,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM020,2026-01-29,660,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM045,2026-02-01,834,EACH,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM031,2026-01-28,782,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC003,ITM039,2026-01-29,8,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM001,2026-01-28,665,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM031,2026-01-31,240,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM005,2026-01-27,739,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM016,2026-02-01,175,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM041,2026-01-29,190,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM047,2026-01-27,427,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM025,2026-01-31,10,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM016,2026-01-27,463,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM041,2026-01-31,401,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM035,2026-01-30,144,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM032,2026-01-27,477,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM023,2026-01-25,896,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM028,2026-01-26,919,CASE,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM031,2026-01-29,704,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM022,2026-01-31,270,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM032,2026-01-25,669,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM010,2026-01-31,347,EACH,UNKNOWN,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM016,2026-01-28,290,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM036,2026-01-26,442,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM019,2026-01-27,201,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM043,2026-01-31,126,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM025,2026-01-28,970,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM006,2026-01-30,910,CASE,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM002,2026-01-28,672,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM025,2026-01-30,214,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM048,2026-01-29,77,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM023,2026-02-01,13,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM041,2026-01-26,400,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM017,2026-01-25,160,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM007,2026-01-30,446,CASE,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM016,2026-01-29,652,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM007,2026-01-29,264,CASE,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM011,2026-01-27,994,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM040,2026-01-30,253,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM026,2026-01-26,865,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM005,2026-02-01,269,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM004,2026-01-26,777,CASE,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM028,2026-02-01,271,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM048,2026-01-25,1,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM018,2026-01-26,500,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM013,2026-01-30,68,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM033,2026-01-27,556,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM022,2026-01-27,560,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM014,2026-02-01,671,CASE,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM047,2026-01-30,928,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM004,2026-01-31,221,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC005,ITM022,2026-01-28,998,EACH,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM045,2026-01-28,918,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM018,2026-02-01,301,CASE,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM046,2026-01-26,687,EACH,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM040,2026-01-27,765,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM003,2026-01-29,168,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM020,2026-01-25,440,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM021,2026-01-25,250,EACH,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM038,2026-01-26,155,EACH,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM036,2026-01-30,397,CASE,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM021,2026-01-27,588,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM023,2026-01-30,421,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM047,2026-02-01,244,EACH,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM041,2026-01-29,47,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM030,2026-01-31,118,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC003,ITM042,2026-01-29,808,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM006,2026-01-26,458,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM038,2026-01-30,0,EACH,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM007,2026-01-26,229,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM029,2026-01-27,51,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM047,2026-01-27,231,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM010,2026-01-28,445,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM036,2026-01-26,740,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM017,2026-01-26,325,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM046,2026-01-27,277,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM010,2026-01-28,487,EACH,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM040,2026-01-26,123,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC002,ITM013,2026-01-29,578,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM042,2026-01-28,283,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM043,2026-01-27,753,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM009,2026-01-25,918,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM004,2026-01-27,767,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM037,2026-01-28,568,CASE,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM042,2026-01-29,993,CASE,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM002,2026-01-29,554,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM047,2026-01-27,947,CASE,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM030,2026-02-01,148,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM032,2026-01-30,105,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM050,2026-01-25,598,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM027,2026-02-01,588,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM013,2026-01-30,940,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM008,2026-01-30,453,CASE,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM028,2026-02-01,638,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM035,2026-01-26,917,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC002,ITM011,2026-01-31,144,EACH,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM034,2026-02-01,-7,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM035,2026-01-27,248,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM017,2026-01-27,743,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM027,2026-01-29,269,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM034,2026-01-31,783,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM043,2026-01-28,579,CASE,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM016,2026-01-30,972,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM031,2026-01-31,392,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM042,2026-01-27,977,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM039,2026-01-28,142,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC003,ITM016,2026-01-25,809,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM018,2026-02-01,659,CASE,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM016,2026-01-25,48,CASE,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM049,2026-01-30,602,EACH,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM038,2026-02-01,143,EACH,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM036,2026-01-25,160,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM030,2026-01-25,196,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM019,2026-01-27,337,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM026,2026-01-30,182,CASE,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM046,2026-01-30,776,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM022,2026-01-29,863,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM029,2026-01-31,131,CASE,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC005,ITM015,2026-01-25,151,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM044,2026-01-27,62,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC002,ITM006,2026-01-27,942,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM026,2026-01-29,902,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM027,2026-01-27,797,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM039,2026-01-28,178,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC003,ITM029,2026-01-28,286,CASE,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM047,2026-01-28,269,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM013,2026-01-28,272,EACH,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM006,2026-01-29,357,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM015,2026-01-28,258,EACH,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC003,ITM023,2026-02-01,731,CASE,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM003,2026-01-29,98,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM004,2026-01-29,575,CASE,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM025,2026-01-25,557,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM002,2026-02-01,899,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM048,2026-01-30,993,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC003,ITM005,2026-01-29,276,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM045,2026-01-29,459,CASE,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM001,2026-01-29,231,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM039,2026-01-29,744,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM034,2026-01-25,390,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM049,2026-01-25,974,CASE,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC005,ITM019,2026-01-26,353,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM018,2026-01-26,740,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC002,ITM049,2026-02-01,959,EACH,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM019,2026-02-01,260,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM015,2026-01-27,418,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM025,2026-01-29,159,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM014,2026-01-29,274,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM019,2026-01-29,225,CASE,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC005,ITM019,2026-02-01,536,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM012,2026-01-27,102,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM014,2026-01-29,562,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM014,2026-01-26,735,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM018,2026-01-25,65,EACH,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM038,2026-01-26,993,CASE,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM023,2026-01-28,280,CASE,OUT,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM044,2026-01-30,675,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC005,ITM020,2026-01-29,926,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM004,2026-01-31,5,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM046,2026-01-28,458,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM037,2026-01-30,968,EACH,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM036,2026-01-25,239,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM023,2026-01-25,304,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM040,2026-01-31,768,CASE,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM011,2026-01-26,689,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC002,ITM018,2026-01-28,276,EACH,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM035,2026-01-26,265,CASE,LOW,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM023,2026-01-28,275,CASE,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM046,2026-01-29,221,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC002,ITM018,2026-01-29,481,CASE,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC001,ITM013,2026-01-26,178,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC002,ITM022,2026-01-27,277,EACH,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM033,2026-01-31,417,EACH,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM004,2026-01-26,966,CASE,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM005,2026-01-31,293,CASE,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC005,ITM027,2026-01-31,268,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM036,2026-01-31,645,CASE,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC005,ITM028,2026-01-31,407,CASE,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM003,2026-01-27,62,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM018,2026-01-28,369,EACH,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM044,2026-01-26,148,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC001,ITM017,2026-02-01,61,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM005,2026-02-01,158,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM025,2026-02-01,975,EACH,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC003,ITM037,2026-01-28,806,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC005,ITM024,2026-01-28,460,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC001,ITM037,2026-01-28,810,CASE,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM032,2026-01-28,282,EACH,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC002,ITM001,2026-01-25,716,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM046,2026-01-29,596,EACH,OUT,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM044,2026-01-31,820,CASE,OUT,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC002,ITM029,2026-02-01,347,CASE,OK,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM022,2026-01-25,903,CASE,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC004,ITM026,2026-01-29,73,EACH,LOW,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC003,ITM013,2026-02-01,352,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC005,ITM021,2026-01-25,338,EACH,OUT,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM040,2026-01-26,639,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC003,ITM007,2026-01-30,493,EACH,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM003,2026-01-30,726,CASE,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM025,2026-01-31,958,EACH,OK,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC004,ITM020,2026-01-26,314,CASE,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM045,2026-01-28,350,CASE,LOW,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC003,ITM001,2026-01-25,848,CASE,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM020,2026-01-27,556,CASE,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC001,ITM035,2026-01-30,876,EACH,LOW,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC001,ITM012,2026-02-01,46,EACH,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM014,2026-01-26,741,EACH,OK,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC005,ITM043,2026-01-25,754,CASE,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM022,2026-01-26,223,EACH,OUT,2026-01-26,2026-02-01,2026-01-26 00:00:00
FAC004,ITM002,2026-01-30,133,CASE,OUT,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC002,ITM035,2026-01-27,353,EACH,OK,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC003,ITM039,2026-01-27,694,CASE,OUT,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC004,ITM019,2026-01-25,999,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM042,2026-01-31,504,CASE,LOW,2026-01-31,2026-02-01,2026-01-31 00:00:00
FAC001,ITM007,2026-02-01,627,CASE,LOW,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC001,ITM001,2026-01-25,695,CASE,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC002,ITM037,2026-01-28,999,CASE,OK,2026-01-28,2026-02-01,2026-01-28 00:00:00
FAC004,ITM006,2026-02-01,140,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC002,ITM010,2026-01-29,128,EACH,OK,2026-01-29,2026-02-01,2026-01-29 00:00:00
FAC004,ITM040,2026-01-30,526,CASE,OK,2026-01-30,2026-02-01,2026-01-30 00:00:00
FAC004,ITM031,2026-02-01,386,EACH,OUT,2026-02-01,2026-02-01,2026-02-01 00:00:00
FAC004,ITM005,2026-01-25,733,EACH,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC003,ITM027,2026-01-27,437,EACH,LOW,2026-01-27,2026-02-01,2026-01-27 00:00:00
FAC005,ITM024,2026-01-25,216,CASE,OK,2026-01-25,2026-02-01,2026-01-25 00:00:00
FAC001,ITM040,2026-01-25,555,EACH,LOW,2026-01-25,2026-02-01,2026-01-25 00:00:00
